Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
True,,Inception,2010,PG-13,16 Jul 2010,148 min,"Action, Adventure, Sci-Fi",Christopher Nolan,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page","A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.","English, Japanese, French","United States, United Kingdom",Won 4 Oscars. 159 wins & 220 nominations total,https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,8.8,"2,462,841",tt1375666,movie,20 Jun 2013,"$292,587,330",N/A,N/A,
True,,The Kids Are All Right,2010,R,30 Jul 2010,106 min,"Comedy, Drama, Romance",Lisa Cholodenko,"Lisa Cholodenko, Stuart Blumberg","Annette Bening, Julianne Moore, Mark Ruffalo",Two children conceived by artificial insemination bring their biological father into their non-traditional family life.,English,"United States, France",Nominated for 4 Oscars. 29 wins & 133 nominations total,https://m.media-amazon.com/images/M/MV5BMjE4NTMwNDg5MF5BMl5BanBnXkFtZTcwNDY2ODE0Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.0,"133,036",tt0842926,movie,01 Dec 2015,"$20,811,365",N/A,N/A,
True,,The King's Speech,2010,R,25 Dec 2010,118 min,"Biography, Drama, History",Tom Hooper,David Seidler,"Colin Firth, Geoffrey Rush, Helena Bonham Carter","The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",English,"United Kingdom, United States",Won 4 Oscars. 108 wins & 206 nominations total,https://m.media-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,8.0,"696,401",tt1504320,movie,01 Apr 2017,"$138,797,449",N/A,N/A,
True,,127 Hours,2010,R,28 Jan 2011,94 min,"Biography, Drama",Danny Boyle,"Danny Boyle, Simon Beaufoy, Aron Ralston","James Franco, Amber Tamblyn, Kate Mara","A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.","English, Italian","United States, United Kingdom, France",Nominated for 6 Oscars. 23 wins & 150 nominations total,https://m.media-amazon.com/images/M/MV5BMTc2NjMzOTE3Ml5BMl5BanBnXkFtZTcwMDE0OTc5Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.5,"391,591",tt1542344,movie,25 Nov 2015,"$18,335,230",N/A,N/A,
True,,The Social Network,2010,PG-13,01 Oct 2010,120 min,"Biography, Drama",David Fincher,"Aaron Sorkin, Ben Mezrich","Jesse Eisenberg, Andrew Garfield, Justin Timberlake","As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.","English, French",United States,Won 3 Oscars. 173 wins & 186 nominations total,https://m.media-amazon.com/images/M/MV5BOGUyZDUxZjEtMmIzMC00MzlmLTg4MGItZWJmMzBhZjE0Mjc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,7.8,"735,077",tt1285016,movie,05 Jun 2012,"$96,962,694",N/A,N/A,
True,,Toy Story 3,2010,G,18 Jun 2010,103 min,"Animation, Adventure, Comedy",Lee Unkrich,"John Lasseter, Andrew Stanton, Lee Unkrich","Tom Hanks, Tim Allen, Joan Cusack","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","English, Spanish","United States, Japan",Won 2 Oscars. 62 wins & 96 nominations total,https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,8.3,"867,878",tt0435761,movie,01 Jan 2014,"$415,004,880",N/A,N/A,
True,,True Grit,2010,PG-13,22 Dec 2010,110 min,"Drama, Western","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen, Charles Portis","Jeff Bridges, Matt Damon, Hailee Steinfeld",A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,English,United States,Nominated for 10 Oscars. 38 wins & 169 nominations total,https://m.media-amazon.com/images/M/MV5BMTU5MjU3MTI4OF5BMl5BanBnXkFtZTcwMTQxOTAxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.6,"350,184",tt1403865,movie,01 Jul 2013,"$171,243,005",N/A,N/A,
True,,Winter's Bone,2010,R,16 Jul 2010,100 min,"Drama, Mystery",Debra Granik,"Debra Granik, Anne Rosellini, Daniel Woodrell","Jennifer Lawrence, John Hawkes, Garret Dillahunt",An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,English,United States,Nominated for 4 Oscars. 63 wins & 131 nominations total,https://m.media-amazon.com/images/M/MV5BMjA0OTM3MDMxNF5BMl5BanBnXkFtZTcwMDY1MjI0Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.1,"146,992",tt1399683,movie,19 Dec 2015,"$6,531,503",N/A,N/A,
True,,The Artist,2011,PG-13,20 Jan 2012,100 min,"Comedy, Drama, Romance",Michel Hazanavicius,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman",An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,"English, French","France, Belgium, United States",Won 5 Oscars. 162 wins & 204 nominations total,https://m.media-amazon.com/images/M/MV5BNzYxMjBkNzAtY2M2YS00YjRhLTgzOTYtY2FiOGM2OTBlZjdiXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.9,"245,985",tt1655442,movie,04 Feb 2014,"$44,671,682",N/A,N/A,
True,,The Descendants,2011,R,09 Dec 2011,115 min,"Comedy, Drama",Alexander Payne,"Alexander Payne, Nat Faxon, Jim Rash","George Clooney, Shailene Woodley, Amara Miller",A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,English,United States,Won 1 Oscar. 65 wins & 148 nominations total,https://m.media-amazon.com/images/M/MV5BMjAyNTA1MTcyN15BMl5BanBnXkFtZTcwNjEyODczNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.3,"246,752",tt1033575,movie,25 Nov 2015,"$82,584,160",N/A,N/A,
True,,Extremely Loud & Incredibly Close,2011,PG-13,20 Jan 2012,129 min,"Adventure, Drama, Mystery",Stephen Daldry,"Eric Roth, Jonathan Safran Foer","Thomas Horn, Tom Hanks, Sandra Bullock","A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001.",English,United States,Nominated for 2 Oscars. 8 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BMTUxNzYwMTE3NV5BMl5BanBnXkFtZTcwMDY2NzU4Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.9,"104,061",tt0477302,movie,19 Mar 2013,"$31,847,881",N/A,N/A,
True,,The Help,2011,PG-13,10 Aug 2011,146 min,Drama,Tate Taylor,"Tate Taylor, Kathryn Stockett","Viola Davis, Emma Stone, Octavia Spencer","An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily b...",English,"United States, India",Won 1 Oscar. 79 wins & 121 nominations total,https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,8.1,"478,882",tt1454029,movie,01 Jan 2014,"$169,708,112",N/A,N/A,
True,,Hugo,2011,PG,23 Nov 2011,126 min,"Adventure, Drama, Family",Martin Scorsese,"John Logan, Brian Selznick","Asa Butterfield, Chloë Grace Moretz, Christopher Lee","In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton.",English,"United States, United Kingdom, France",Won 5 Oscars. 61 wins & 192 nominations total,https://m.media-amazon.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.5,"330,774",tt0970179,movie,06 Jun 2014,"$73,864,507",N/A,N/A,
True,,Midnight in Paris,2011,PG-13,10 Jun 2011,94 min,"Comedy, Fantasy, Romance",Woody Allen,Woody Allen,"Owen Wilson, Rachel McAdams, Kathy Bates","While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.","English, French, Spanish, German","Spain, United States, France",Won 1 Oscar. 26 wins & 103 nominations total,https://m.media-amazon.com/images/M/MV5BMTM4NjY1MDQwMl5BMl5BanBnXkFtZTcwNTI3Njg3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.7,"439,469",tt1605783,movie,07 May 2013,"$56,817,045",N/A,N/A,
True,,Moneyball,2011,PG-13,23 Sep 2011,133 min,"Biography, Drama, Sport",Bennett Miller,"Steven Zaillian, Aaron Sorkin, Stan Chervin","Brad Pitt, Robin Wright, Jonah Hill",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,English,United States,Nominated for 6 Oscars. 29 wins & 82 nominations total,https://m.media-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.6,"448,123",tt1210166,movie,03 Sep 2013,"$75,605,492",N/A,N/A,
True,,The Tree of Life,2011,PG-13,17 May 2011,139 min,"Drama, Fantasy",Terrence Malick,Terrence Malick,"Brad Pitt, Sean Penn, Jessica Chastain","The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",English,United States,Nominated for 3 Oscars. 116 wins & 129 nominations total,https://m.media-amazon.com/images/M/MV5BMTMwNjQ0NjMzN15BMl5BanBnXkFtZTcwNjMxMTkyNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,6.8,"181,495",tt0478304,movie,25 Nov 2015,"$13,303,319",N/A,N/A,
True,,War Horse,2011,PG-13,25 Dec 2011,146 min,"Action, Adventure, Drama",Steven Spielberg,"Lee Hall, Richard Curtis, Michael Morpurgo","Jeremy Irvine, Emily Watson, David Thewlis",Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,"English, German","United States, India",Nominated for 6 Oscars. 15 wins & 76 nominations total,https://m.media-amazon.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.2,"162,578",tt1568911,movie,23 Nov 2015,"$79,884,879",N/A,N/A,
True,,Amour,2012,PG-13,20 Sep 2012,127 min,Drama,Michael Haneke,Michael Haneke,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert","Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tes...","French, English","Austria, France, Germany",Won 1 Oscar. 84 wins & 108 nominations total,https://m.media-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,7.9,"103,615",tt1602620,movie,20 Aug 2013,"$6,739,492",N/A,N/A,
True,,Argo,2012,R,12 Oct 2012,120 min,"Biography, Drama, Thriller",Ben Affleck,"Chris Terrio, Tony Mendez, Joshuah Bearman","Ben Affleck, Bryan Cranston, John Goodman","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.","English, Persian, German, Arabic","United Kingdom, United States",Won 3 Oscars. 95 wins & 156 nominations total,https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.7,"629,307",tt1024648,movie,03 Dec 2013,"$136,025,503",N/A,N/A,
True,,Beasts of the Southern Wild,2012,PG-13,05 Jul 2012,93 min,"Adventure, Drama, Fantasy",Benh Zeitlin,"Lucy Alibar, Benh Zeitlin","Quvenzhané Wallis, Dwight Henry, Levy Easterly","Faced with both her hot-tempered father's fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love.",English,United States,Nominated for 4 Oscars. 90 wins & 135 nominations total,https://m.media-amazon.com/images/M/MV5BMTgxNDM5MDM1Ml5BMl5BanBnXkFtZTcwOTYwNzQ3Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.2,"84,368",tt2125435,movie,27 Apr 2014,"$12,795,746",N/A,N/A,
True,,Django Unchained,2012,R,25 Dec 2012,165 min,"Drama, Western",Quentin Tarantino,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.","English, German, French, Italian",United States,Won 2 Oscars. 58 wins & 158 nominations total,https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,8.5,"1,631,030",tt1853728,movie,24 Mar 2017,"$162,805,434",N/A,N/A,
True,,Les Misérables,2012,PG-13,25 Dec 2012,158 min,"Drama, Musical, Romance",Tom Hooper,"William Nicholson, Alain Boublil, Claude-Michel Schönberg","Hugh Jackman, Russell Crowe, Anne Hathaway","In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",English,"United Kingdom, United States",Won 3 Oscars. 85 wins & 177 nominations total,https://m.media-amazon.com/images/M/MV5BNWZhNGM1ZTItYTg4Zi00MTE2LTg5MjYtYjdmYmZkNTVmYTQwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.5,"339,735",tt1707386,movie,02 Sep 2014,"$148,809,770",N/A,N/A,
True,,Life of Pi,2012,PG,21 Nov 2012,127 min,"Adventure, Drama, Fantasy",Ang Lee,"Yann Martel, David Magee","Suraj Sharma, Irrfan Khan, Adil Hussain","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.","English, Hindi, Japanese, French","United States, Taiwan, United Kingdom, Canada, India, France",Won 4 Oscars. 81 wins & 134 nominations total,https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.9,"651,547",tt0454876,movie,31 Jul 2014,"$124,987,023",N/A,N/A,
True,,Lincoln,2012,PG-13,16 Nov 2012,150 min,"Biography, Drama, History",Steven Spielberg,"Tony Kushner, Doris Kearns Goodwin","Daniel Day-Lewis, Sally Field, David Strathairn","As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.",English,"United States, India",Won 2 Oscars. 107 wins & 251 nominations total,https://m.media-amazon.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.3,"267,634",tt0443272,movie,03 Oct 2014,"$182,207,973",N/A,N/A,
True,,Silver Linings Playbook,2012,R,25 Dec 2012,122 min,"Comedy, Drama, Romance",David O. Russell,"David O. Russell, Matthew Quick","Bradley Cooper, Jennifer Lawrence, Robert De Niro","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her ...",English,United States,Won 1 Oscar. 89 wins & 148 nominations total,https://m.media-amazon.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.7,"728,355",tt1045658,movie,01 Apr 2017,"$132,092,958",N/A,N/A,
True,,Zero Dark Thirty,2012,R,11 Jan 2013,157 min,"Drama, History, Thriller",Kathryn Bigelow,Mark Boal,"Jessica Chastain, Joel Edgerton, Chris Pratt","A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.","English, Arabic, Urdu, Pashtu, French",United States,Won 1 Oscar. 85 wins & 174 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,7.4,"312,051",tt1790885,movie,07 Sep 2014,"$95,720,716",N/A,N/A,
